Stat,X-cord(m),Y-cord(m),Period(s),R(Zxx),I(Zxx),R(Zxy),I(Zxy),R(Zyx),I(Zyx),R(Zyy),I(Zyy)
218,34375,9375,100,15.73,17.45,259.4,-239.6,-258.6,243.4,-15.47,-18.27
218,34375,9375,316.2,26.85,-8.654,159.9,-135.6,-155.9,144.8,-28.16,6.863
218,34375,9375,1000,3.646,-15.06,102.9,-85.13,-85.1,92.43,-6.499,14.91
219,34375,15625,0.1,2.091,0.3308,12530,-8541,-12510,8484,-1.898,-0.4062
219,34375,15625,0.3162,1.385,0.2481,4885,-5817,-4876,5805,-1.295,-0.2442
219,34375,15625,1,1.879,1.066,2573,-2850,-2564,2842,-1.75,-1.033
219,34375,15625,3.162,2.623,2.069,1445,-1531,-1439,1528,-2.474,-1.995
219,34375,15625,10,3.711,4.022,814.5,-834.8,-810.4,834.1,-3.557,-3.789
219,34375,15625,31.62,5.755,13.88,464.7,-451.3,-461.5,456.8,-4.397,-14.04
219,34375,15625,100,33.67,15.19,283.8,-247.1,-268.9,254.8,-33.86,-16.66
219,34375,15625,316.2,32.28,-18.47,176.9,-147.6,-159.4,150.8,-34.16,16.86
219,34375,15625,1000,1.559,-19.48,108.7,-95.07,-87.33,94.88,-4.426,19.73
220,34375,21875,0.1,5.057,-0.2504,13180,-10390,-13120,10170,-4.418,-0.183
220,34375,21875,0.3162,4.039,1.305,5191,-6211,-5140,6162,-3.337,-1.128
220,34375,21875,1,5.543,2.989,2832,-3103,-2796,3072,-4.692,-2.736
220,34375,21875,3.162,7.757,5.737,1594,-1669,-1569,1655,-6.671,-5.257
220,34375,21875,10,11.48,12,905.2,-905.7,-886.4,903.8,-9.281,-11.06
220,34375,21875,31.62,30.14,22.93,535.2,-488.8,-508.3,500.9,-27.98,-26.1
220,34375,21875,100,55.78,0.8134,333.9,-279.2,-291.4,279.8,-57.53,-2.576
220,34375,21875,316.2,32.28,-33.79,203.4,-175.5,-171.8,164.2,-34.95,33.14
220,34375,21875,1000,-6.038,-23.14,118,-111.9,-95.66,101.9,3.895,24.36
221,34375,28125,0.1,9.072,2.898,14080,-14180,-14030,13980,-8.336,-1.078
221,34375,28125,0.3162,11.54,4.474,6237,-7252,-6108,7135,-9.702,-4.371
221,34375,28125,1,15.19,8.759,3505,-3765,-3433,3711,-13.14,-8.268
221,34375,28125,3.162,22.68,15.48,1986,-2030,-1932,2010,-19.58,-15.35
221,34375,28125,10,41.22,24.43,1152,-1102,-1098,1107,-37.31,-29.96
221,34375,28125,31.62,69.46,10.44,697.5,-614,-620.7,619.4,-76.9,-16.24
221,34375,28125,100,65.66,-31,427.2,-367.2,-357.1,339.2,-72.86,32.7
221,34375,28125,316.2,12.07,-51.67,243.9,-231.7,-213,198.1,-16.54,55.67
221,34375,28125,1000,-28.26,-20.4,135.6,-139.5,-125,123.3,29.01,24.51
222,34375,34375,0.1,12.13,8.439,16900,-19650,-16620,19680,-17.84,-8.611
222,34375,34375,0.3162,10.26,11.04,8932,-9886,-8963,9865,-22.72,-13.62
222,34375,34375,1,21.74,18.43,5052,-5288,-5046,5311,-35.36,-23.56
222,34375,34375,3.162,42.61,23.48,2890,-2877,-2854,2912,-61.33,-35.3
222,34375,34375,10,66.82,7.394,1691,-1593,-1614,1620,-105,-14.91
222,34375,34375,31.62,62.07,-34.99,1006,-917.6,-916.8,889.2,-95.69,46.36
222,34375,34375,100,10.81,-68.38,578.8,-552,-551.5,483.6,-29.89,84.45
222,34375,34375,316.2,-63.26,-53,309.1,-323.9,-345.2,284.4,58.98,72.25
222,34375,34375,1000,-85.99,3.998,177.9,-183.7,-221.9,187.6,98.88,6.251
223,34375,40625,0.1,-35.65,-0.3429,24640,-27950,-25660,28530,-7.985,-8.409
223,34375,40625,0.3162,-30.22,6.599,13860,-14800,-14450,15300,-17.6,-14.6
223,34375,40625,1,-21.63,4.839,7832,-8051,-8161,8362,-35.71,-13.52
223,34375,40625,3.162,-14.01,-9.897,4467,-4444,-4631,4620,-53.53,18.66
223,34375,40625,10,-30.52,-50.31,2566,-2508,-2657,2547,-14.74,76.8
223,34375,40625,31.62,-91.99,-75.54,1448,-1448,-1582,1393,70.17,101.6
223,34375,40625,100,-162.3,-68.56,781.8,-828.1,-1006,770.3,154.9,96.08
223,34375,40625,316.2,-215.6,-11.77,418.6,-443.3,-672.6,467.4,240.6,48.97
223,34375,40625,1000,-194.1,62.68,263.8,-251.1,-462.4,340.6,250.8,-53.53
224,34375,46875,0.1,-49.8,-19.12,35510,-38510,-36820,39540,45.97,25.57
224,34375,46875,0.3162,-65.62,-33.06,19930,-20910,-20740,21490,67.27,45.61
224,34375,46875,1,-94.04,-56.58,11200,-11530,-11750,11820,108.8,76.32
224,34375,46875,3.162,-149.6,-86.1,6271,-6437,-6729,6527,183.5,101.7
224,34375,46875,10,-231,-96.13,3470,-3624,-3951,3601,271.6,100.3
224,34375,46875,31.62,-306.7,-71.23,1874,-2033,-2422,1990,343.3,72.99
224,34375,46875,100,-352.8,-30.97,987.7,-1104,-1585,1117,384.4,49.88
224,34375,46875,316.2,-363.4,45.09,546.9,-563.2,-1095,696,438.7,-2.087
224,34375,46875,1000,-297.9,123.6,363.2,-327.5,-770.6,538.1,412.4,-126.3
225,40625,-46875,0.1,-3.541,-0.05943,12890,-9501,-12820,9290,3.695,0.2983
225,40625,-46875,0.3162,-2.396,-0.5171,5008,-6023,-4977,5979,2.564,0.5976
225,40625,-46875,1,-3.331,-1.64,2688,-2976,-2662,2947,3.575,1.823
225,40625,-46875,3.162,-4.637,-3.019,1505,-1601,-1490,1586,5.065,3.267
225,40625,-46875,10,-7.052,-5.365,845.3,-874.4,-837.6,865.8,7.744,5.588
225,40625,-46875,31.62,-11.06,-10.15,478.2,-481.1,-473.4,476.1,12.4,10.12
225,40625,-46875,100,-29.94,-13.25,273.3,-269.3,-274.8,261.8,29.92,10.36
225,40625,-46875,316.2,-32.6,14.35,156.5,-147.6,-162.8,159.5,29.3,-14.1
225,40625,-46875,1000,-6.734,17.73,100.9,-86,-81.5,99.44,6.684,-15.54
226,40625,-40625,0.1,-1.305,-0.3195,12410,-8248,-12430,8310,1.346,0.3
226,40625,-40625,0.3162,-0.889,-0.1198,4839,-5756,-4848,5769,0.9158,0.1302
226,40625,-40625,1,-1.173,-0.6631,2527,-2811,-2536,2818,1.213,0.6808
226,40625,-40625,3.162,-1.665,-1.246,1417,-1510,-1423,1514,1.719,1.283
226,40625,-40625,10,-2.555,-2.374,796.4,-824.9,-800.4,826.4,2.639,2.452
226,40625,-40625,31.62,-3.413,-4.688,449.3,-454.2,-452.5,453.8,3.753,5.085
226,40625,-40625,100,-14.45,-13.47,256.5,-254.3,-264.7,245.8,15.14,11.48
226,40625,-40625,316.2,-24.39,6.114,145.2,-137.1,-163,151.2,21.61,-6.435
226,40625,-40625,1000,-6.761,12.39,96.9,-78.47,-82.94,97.69,6.334,-10.54
227,40625,-34375,0.1,-0.5255,-0.1881,12220,-7843,-12250,7909,0.5624,0.1761
227,40625,-34375,0.3162,-0.3858,-0.04468,4793,-5665,-4802,5680,0.4021,0.04525
227,40625,-34375,1,-0.4839,-0.2935,2475,-2759,-2485,2767,0.5094,0.3002
227,40625,-34375,3.162,-0.6981,-0.5589,1389,-1482,-1395,1486,0.7282,0.5705
227,40625,-34375,10,-1.078,-1.093,780.4,-809.7,-784.8,811,1.116,1.115
227,40625,-34375,31.62,-1.363,-1.869,439,-446.6,-443,446,1.367,2.126
227,40625,-34375,100,-5.943,-9.867,249.2,-250.5,-257.6,238.2,6.905,8.538
227,40625,-34375,316.2,-16.33,1.946,138.7,-133,-163.5,146.1,14.01,-2.755
227,40625,-34375,1000,-5.466,7.886,94.81,-74.48,-84.41,96.78,4.58,-6.444
228,40625,-28125,0.1,-0.2159,-0.09131,12140,-7686,-12170,7743,0.2337,0.08519
228,40625,-28125,0.3162,-0.1668,-0.01953,4777,-5629,-4784,5642,0.1741,0.01897
228,40625,-28125,1,-0.2036,-0.1295,2455,-2739,-2464,2746,0.2148,0.1322
228,40625,-28125,3.162,-0.2969,-0.2508,1379,-1471,-1384,1474,0.3098,0.2547
228,40625,-28125,10,-0.463,-0.5017,774.6,-803.8,-778.3,804.7,0.4794,0.509
228,40625,-28125,31.62,-0.6687,-0.7813,435.4,-443.9,-439,443.2,0.6077,0.8988
228,40625,-28125,100,-2.125,-5.479,246.4,-249.8,-253,234.9,3.07,4.617
228,40625,-28125,316.2,-8.996,0.1261,135.2,-131.3,-163.8,143,7.073,-1.293
228,40625,-28125,1000,-3.777,4.052,93.88,-72.42,-85.48,96.24,2.458,-3.016
229,40625,-21875,0.1,-0.07414,-0.03429,12110,-7627,-12130,7678,0.08034,0.03125
229,40625,-21875,0.3162,-0.05889,-0.00676,4771,-5616,-4777,5627,0.06129,0.006581
229,40625,-21875,1,-0.07069,-0.04546,2448,-2732,-2455,2738,0.07454,0.04638
229,40625,-21875,3.162,-0.1041,-0.08858,1375,-1466,-1379,1469,0.1085,0.08943
229,40625,-21875,10,-0.1647,-0.177,772.5,-801.6,-775.8,802.3,0.1714,0.1786
229,40625,-21875,31.62,-0.2427,-0.3394,434.2,-442.9,-437.4,442.1,0.2187,0.3822
229,40625,-21875,100,-0.7651,-1.228,245.3,-249.7,-250.9,233.6,1.562,0.6422
229,40625,-21875,316.2,-2.252,-0.5478,134,-130.4,-163.9,141.6,0.637,-0.8817
229,40625,-21875,1000,-2.037,0.6291,93.79,-71.66,-86.12,95.94,0.3135,0.04693
230,40625,-15625,0.1,0.01639,0.00643,12100,-7615,-12130,7665,-0.01784,-0.007319
230,40625,-15625,0.3162,0.01276,0.002394,4770,-5613,-4776,5624,-0.01349,-0.002111
230,40625,-15625,1,0.01601,0.01274,2447,-2730,-2454,2736,-0.01687,-0.01278
230,40625,-15625,3.162,0.02261,0.0264,1374,-1466,-1379,1468,-0.02338,-0.02723
230,40625,-15625,10,0.03042,0.06205,772.1,-801.1,-775.4,801.8,-0.02881,-0.0639
230,40625,-15625,31.62,0.05722,-0.1144,434,-442.7,-437,441.9,-0.01921,0.1087
230,40625,-15625,100,-0.0108,3.016,244.8,-249.3,-251.2,233.1,0.6293,-3.472
230,40625,-15625,316.2,4.203,-1.005,134.8,-129.8,-164,141.5,-5.628,-0.6281
230,40625,-15625,1000,-0.3916,-2.634,94.46,-71.98,-86.45,95.86,-1.717,3.017
231,40625,-9375,0.1,0.118,0.05101,12120,-7642,-12140,7695,-0.1278,-0.04951
231,40625,-9375,0.3162,0.09227,0.01276,4773,-5619,-4779,5631,-0.09646,-0.01221
231,40625,-9375,1,0.1129,0.07792,2450,-2734,-2458,2740,-0.1191,-0.0791
231,40625,-9375,3.162,0.1636,0.1557,1376,-1467,-1381,1471,-0.1702,-0.1585
231,40625,-9375,10,0.2453,0.3345,773.3,-802.1,-776.8,802.9,-0.2497,-0.3403
231,40625,-9375,31.62,0.1186,0.1202,434.7,-443.1,-437.7,442.2,-0.03534,-0.195
231,40625,-9375,100,1.829,7.6,245.2,-248.2,-253.9,233.4,-1.372,-8.032
231,40625,-9375,316.2,10.67,-2.066,137.7,-129.6,-164.1,142.8,-12.05,0.2663
231,40625,-9375,1000,1.046,-5.964,95.91,-73.39,-86.55,96.05,-3.53,6.14
232,40625,-3125,0.1,0.3045,0.1209,12160,-7729,-12190,7790,-0.3279,-0.1154
232,40625,-3125,0.3162,0.2304,0.03068,4782,-5639,-4790,5653,-0.2405,-0.03033
232,40625,-3125,1,0.2863,0.1888,2462,-2745,-2471,2752,-0.3017,-0.1924
232,40625,-3125,3.162,0.413,0.3727,1383,-1474,-1388,1477,-0.4302,-0.38
232,40625,-3125,10,0.6285,0.7857,777,-805.5,-781,806.4,-0.6446,-0.7977
232,40625,-3125,31.62,-0.2248,1.025,436.9,-444.4,-440.2,443,0.2899,-1.19
232,40625,-3125,100,6.595,12.36,247.5,-246.6,-259.1,235.3,-6.273,-12.86
232,40625,-3125,316.2,17.33,-4.571,143.2,-130.2,-164.6,145.4,-18.82,2.645
232,40625,-3125,1000,2.094,-9.568,98.26,-76.14,-86.6,96.59,-4.935,9.653
233,40625,3125,0.1,0.741,0.238,12270,-7955,-12300,8022,-0.782,-0.2249
233,40625,3125,0.3162,0.5285,0.07361,4809,-5690,-4817,5704,-0.5482,-0.07635
233,40625,3125,1,0.6796,0.4235,2492,-2774,-2502,2782,-0.7101,-0.4316
233,40625,3125,3.162,0.9691,0.8265,1399,-1490,-1405,1494,-1.005,-0.8418
233,40625,3125,10,1.486,1.674,786.6,-814,-791.3,815.1,-1.522,-1.695
233,40625,3125,31.62,-0.2414,4.46,442.8,-447.4,-447.3,445.7,0.2641,-4.644
233,40625,3125,100,16.25,15.87,254.8,-246,-267.3,240.6,-16.07,-16.59
233,40625,3125,316.2,24.07,-9.517,152.1,-133.3,-165.7,149.6,-25.86,7.536
233,40625,3125,1000,2.35,-13.61,101.8,-80.82,-86.89,97.74,-5.484,13.77
234,40625,9375,0.1,1.855,0.3467,12530,-8535,-12550,8585,-1.856,-0.3325
234,40625,9375,0.3162,1.24,0.2264,4882,-5816,-4890,5826,-1.254,-0.2403
234,40625,9375,1,1.682,0.9792,2570,-2849,-2578,2855,-1.703,-0.9866
234,40625,9375,3.162,2.364,1.903,1443,-1532,-1448,1534,-2.396,-1.911
234,40625,9375,10,3.438,3.694,812.1,-836.1,-816.2,836.9,-3.47,-3.664
234,40625,9375,31.62,4.513,12.79,460.8,-455.7,-465.9,455.9,-4.178,-13
234,40625,9375,100,32.15,14.86,272.3,-250.9,-279.5,252.3,-32.23,-16
234,40625,9375,316.2,29.99,-18.16,166.3,-141.8,-168.7,156.7,-32.28,16.29
234,40625,9375,1000,0.8191,-18.07,107.3,-88.69,-88.29,100.2,-4.036,18.55
235,40625,15625,0.1,4.32,0.006505,13060,-9988,-13050,9949,-3.999,-0.148
235,40625,15625,0.3162,3.164,0.9637,5109,-6124,-5102,6116,-2.983,-0.9423
235,40625,15625,1,4.416,2.45,2771,-3046,-2766,3040,-4.17,-2.38
235,40625,15625,3.162,6.195,4.745,1557,-1640,-1553,1637,-5.9,-4.577
235,40625,15625,10,8.891,9.807,880.1,-892.6,-878.7,892.1,-8.206,-9.325
235,40625,15625,31.62,23.89,22.95,511.1,-484.2,-508.1,489.7,-22.64,-24.32
235,40625,15625,100,53.04,3.926,309.6,-272.1,-300.9,276,-53.89,-5.616
235,40625,15625,316.2,31.87,-31.79,189,-161.7,-177.3,169.8,-34.82,30.55
235,40625,15625,1000,-5.033,-22.13,116.5,-102.1,-93.4,105.8,2.364,23.36
236,40625,21875,0.1,7.686,0.7707,13820,-13050,-13790,12910,-7.078,-0.6345
236,40625,21875,0.3162,8.946,3.525,5837,-6875,-5777,6821,-7.76,-3.316
236,40625,21875,1,11.79,6.766,3265,-3536,-3231,3506,-10.46,-6.343
236,40625,21875,3.162,17.22,12.48,1842,-1907,-1820,1894,-15.3,-11.82
236,40625,21875,10,30.48,23.3,1056,-1036,-1037,1037,-26.6,-24.36
236,40625,21875,31.62,62.14,18.7,629.2,-571.3,-597.3,579,-63.3,-23.23
236,40625,21875,100,69.03,-23.08,382.5,-332.2,-348.6,325.4,-72.53,22.12
236,40625,21875,316.2,19.7,-49.54,225.3,-203.1,-202.3,196.9,-23.62,50.88
236,40625,21875,1000,-21.58,-22.22,133.5,-124.8,-110.6,120,21.2,25.28
237,40625,28125,0.1,14.55,7.889,15430,-17610,-15260,17590,-14.14,-6.124
237,40625,28125,0.3162,15.68,8.862,7780,-8748,-7725,8669,-17.59,-9.327
237,40625,28125,1,24.44,16.53,4393,-4648,-4354,4624,-26.03,-17.32
237,40625,28125,3.162,41.31,25.49,2500,-2521,-2464,2521,-42.6,-29
237,40625,28125,10,71.82,20.54,1454,-1386,-1404,1398,-81.39,-30.06
237,40625,28125,31.62,84.92,-18.86,866.8,-785.8,-798.9,778.8,-101.9,18.85
237,40625,28125,100,44.48,-63.57,510.2,-467,-470.4,432.6,-56.23,69.9
237,40625,28125,316.2,-32.04,-59.83,285.1,-276.5,-277.7,256.6,27.3,70.73
237,40625,28125,1000,-63.9,-7.654,170.6,-162.4,-165.8,158.9,71.17,15.14
238,40625,34375,0.1,-7.26,3.249,20910,-24240,-21120,24300,-14.95,-9.392
238,40625,34375,0.3162,-4.611,14.27,11650,-12590,-11870,12760,-22.58,-19.03
238,40625,34375,1,10.45,18.91,6579,-6812,-6696,6931,-42.2,-26.83
238,40625,34375,3.162,32.01,10.87,3755,-3738,-3797,3823,-75.72,-19.57
238,40625,34375,10,39.91,-26.99,2177,-2089,-2160,2122,-86.51,35.96
238,40625,34375,31.62,-6.033,-72.62,1259,-1204,-1254,1167,-25.42,91.44
238,40625,34375,100,-85.84,-84.42,703.1,-698,-767.5,647,68.67,106.4
238,40625,34375,316.2,-158.3,-35.21,389.6,-383.1,-483.5,383.9,165.6,65.45
238,40625,34375,1000,-154.5,38.61,250.4,-223.7,-317.8,258.1,188.6,-26.93
239,40625,40625,0.1,-47.57,-6.037,30480,-33490,-31700,34470,19.9,4.707
239,40625,40625,0.3162,-50.56,-11.78,17140,-18060,-17840,18650,21.49,11.29
239,40625,40625,1,-58.39,-26.11,9667,-9904,-10090,10240,27.33,31.03
239,40625,40625,3.162,-81.35,-58.51,5476,-5505,-5743,5660,59.89,74.33
239,40625,40625,10,-146.8,-90.69,3094,-3105,-3327,3127,140.3,107.5
239,40625,40625,31.62,-230.9,-88.17,1717,-1763,-1999,1724,234.7,103.5
239,40625,40625,100,-299.8,-55.27,932.3,-974.1,-1275,964.5,309.5,81.33
239,40625,40625,316.2,-329.5,24.91,534.5,-506.2,-851.3,587.6,381.3,19.52
239,40625,40625,1000,-275.2,107.6,364.4,-304.5,-587,430.5,365.9,-102.8
240,40625,46875,0.1,-51.89,-32.84,39870,-42800,-40830,43580,67.3,41.81
240,40625,46875,0.3162,-79.76,-56.38,22380,-23350,-23010,23750,104,69.79
240,40625,46875,1,-130.2,-88.06,12550,-12930,-13030,13090,169,102.7
240,40625,46875,3.162,-213.9,-116.2,6997,-7225,-7452,7243,263.5,121.2
240,40625,46875,10,-316.5,-111.7,3854,-4049,-4360,4005,363.2,109.6
240,40625,46875,31.62,-397.3,-72.31,2086,-2250,-2654,2215,436.9,72.04
240,40625,46875,100,-439.2,-18.75,1122,-1207,-1719,1245,474.2,41.88
240,40625,46875,316.2,-433,69.34,654.6,-613.5,-1172,767.8,520.7,-19.72
240,40625,46875,1000,-347.5,151.3,453.1,-375.8,-819.7,583.7,478.9,-155.3
241,46875,-46875,0.1,-6.998,0.3924,13570,-12030,-13570,12110,6.48,0.07911
241,46875,-46875,0.3162,-6.721,-2.31,5492,-6591,-5526,6619,6.853,2.379
241,46875,-46875,1,-9.047,-4.238,3042,-3351,-3058,3367,9.091,4.359
241,46875,-46875,3.162,-12.8,-7.074,1697,-1808,-1708,1816,12.97,7.206
241,46875,-46875,10,-19.04,-10.65,948.6,-990,-956.8,992.7,19.47,10.71
241,46875,-46875,31.62,-30.45,-15.59,531.3,-546.8,-539,544.8,31.72,14.08
241,46875,-46875,100,-51.22,-1.779,294.7,-303.2,-314.4,301.4,47.92,-1.816
241,46875,-46875,316.2,-33.32,28.33,169,-160.9,-179,187.7,28.54,-26.78
241,46875,-46875,1000,-1.234,20.83,111.4,-93.51,-84.62,111.9,0.4221,-18.32
242,46875,-40625,0.1,-3.665,-0.2114,12940,-9598,-13060,10040,3.438,-0.09332
242,46875,-40625,0.3162,-2.51,-0.6367,5019,-6044,-5102,6138,2.566,0.6833
242,46875,-40625,1,-3.553,-1.81,2701,-2989,-2763,3051,3.542,1.746
242,46875,-40625,3.162,-5.033,-3.237,1511,-1610,-1547,1642,4.963,3.197
242,46875,-40625,10,-7.663,-5.503,847.5,-880.2,-870.4,895.7,7.574,5.607
242,46875,-40625,31.62,-11.81,-10.56,477.4,-486,-494.3,489.8,12.86,10.61
242,46875,-40625,100,-31.48,-10.02,265.8,-272.6,-295.5,268.4,30.17,6.781
242,46875,-40625,316.2,-28.15,15.79,151.5,-142.4,-176.4,171.9,24.17,-15.07
242,46875,-40625,1000,-4.768,15.65,103.1,-82.13,-84.38,107.5,4.208,-13.33
243,46875,-34375,0.1,-1.737,-0.3533,12560,-8602,-12700,8979,1.762,0.1271
243,46875,-34375,0.3162,-1.163,-0.1981,4882,-5833,-4938,5911,1.176,0.2079
243,46875,-34375,1,-1.589,-0.8539,2572,-2857,-2624,2906,1.606,0.8089
243,46875,-34375,3.162,-2.262,-1.542,1441,-1537,-1471,1562,2.234,1.5
243,46875,-34375,10,-3.456,-2.721,808.1,-840.5,-828.6,851.9,3.375,2.74
243,46875,-34375,31.62,-4.506,-5.315,454.3,-464,-470.1,465.5,5.032,5.757
243,46875,-34375,100,-17.29,-10.08,252.4,-261.4,-283.5,250.3,17.09,7.395
243,46875,-34375,316.2,-20.11,7.968,141.9,-134.2,-175.8,162.4,16.68,-8.025
243,46875,-34375,1000,-4.975,10.4,99.12,-76.21,-85.51,105.3,4.074,-8.438
244,46875,-28125,0.1,-0.7742,-0.229,12370,-8164,-12500,8476,0.8096,0.1163
244,46875,-28125,0.3162,-0.5407,-0.07382,4829,-5737,-4872,5804,0.5359,0.07124
244,46875,-28125,1,-0.7105,-0.3979,2517,-2800,-2559,2840,0.7142,0.3727
244,46875,-28125,3.162,-1.02,-0.7227,1411,-1505,-1436,1526,0.9971,0.6956
244,46875,-28125,10,-1.571,-1.301,791.9,-823.3,-809,832.1,1.515,1.298
244,46875,-28125,31.62,-1.888,-2.358,445,-455,-458.1,455.3,2.09,2.709
244,46875,-28125,100,-8.294,-6.537,246.5,-257.4,-276.1,241,8.582,4.444
244,46875,-28125,316.2,-11.7,3.245,137,-130.5,-175.8,157,8.696,-3.924
244,46875,-28125,1000,-3.928,5.633,97.4,-73.27,-86.62,104,2.524,-4.068
245,46875,-21875,0.1,-0.2771,-0.09497,12290,-7988,-12410,8261,0.2921,0.05252
245,46875,-21875,0.3162,-0.1998,-0.02409,4810,-5698,-4845,5757,0.1951,0.02168
245,46875,-21875,1,-0.2564,-0.1445,2494,-2778,-2532,2812,0.2553,0.1338
245,46875,-21875,3.162,-0.3708,-0.2613,1399,-1493,-1422,1510,0.3588,0.248
245,46875,-21875,10,-0.576,-0.4653,785.5,-816.4,-800.7,823.8,0.5544,0.4577
245,46875,-21875,31.62,-0.8169,-0.8718,441.5,-451.3,-452.9,451.1,0.9352,1.005
245,46875,-21875,100,-2.512,-1.668,244.2,-255.8,-272.7,236.8,2.922,0.06211
245,46875,-21875,316.2,-3.549,0.152,135.4,-128.9,-175.9,154.5,0.8721,-1.318
245,46875,-21875,1000,-2.501,1.277,97.09,-72.2,-87.39,103.5,0.5674,-0.08685
246,46875,-15625,0.1,0.06218,0.02119,12270,-7952,-12390,8216,-0.06616,-0.01321
246,46875,-15625,0.3162,0.04443,0.008317,4806,-5690,-4840,5747,-0.04412,-0.008021
246,46875,-15625,1,0.05872,0.04032,2490,-2773,-2526,2807,-0.05913,-0.03897
246,46875,-15625,3.162,0.08332,0.08094,1397,-1490,-1419,1507,-0.08061,-0.08153
246,46875,-15625,10,0.1221,0.1782,784.5,-815,-799.3,822.1,-0.1062,-0.186
246,46875,-15625,31.62,-0.3019,0.1771,441,-450.5,-452,449.9,0.4291,-0.2872
246,46875,-15625,100,2.383,3.53,243.9,-254.8,-273.2,236,-2.027,-4.798
246,46875,-15625,316.2,4.315,-2.543,136.5,-128.3,-176.1,154.3,-6.808,0.9955
246,46875,-15625,1000,-1.11,-2.882,97.89,-72.58,-87.84,103.4,-1.342,3.772
247,46875,-9375,0.1,0.4361,0.1427,12310,-8035,-12440,8319,-0.4598,-0.07992
247,46875,-9375,0.3162,0.3102,0.0463,4816,-5708,-4854,5769,-0.3061,-0.04416
247,46875,-9375,1,0.4053,0.2447,2501,-2784,-2540,2820,-0.4064,-0.2313
247,46875,-9375,3.162,0.5814,0.4626,1404,-1496,-1427,1515,-0.5647,-0.4515
247,46875,-9375,10,0.8902,0.9042,788.1,-818.3,-804.1,826,-0.8336,-0.9157
247,46875,-9375,31.62,0.005094,1.818,443.1,-452.1,-455.2,451,0.06769,-2.19
247,46875,-9375,100,8.679,8.392,245.8,-253.9,-277.6,238.5,-8.438,-9.466
247,46875,-9375,316.2,11.99,-5.947,140.4,-128.9,-176.7,156.5,-14.47,4.113
247,46875,-9375,1000,-0.05555,-7.075,99.82,-74.43,-88.1,104,-2.874,7.784
248,46875,-3125,0.1,1.064,0.2842,12430,-8289,-12560,8623,-1.104,-0.1375
248,46875,-3125,0.3162,0.7308,0.122,4847,-5764,-4895,5834,-0.7319,-0.1235
248,46875,-3125,1,0.9796,0.5717,2535,-2817,-2581,2860,-0.9897,-0.544
248,46875,-3125,3.162,1.398,1.074,1422,-1515,-1450,1537,-1.373,-1.053
248,46875,-3125,10,2.143,2.028,798.8,-828.3,-817.6,837.7,-2.036,-2.061
248,46875,-3125,31.62,1.13,5.624,449.5,-456.8,-464.7,455.5,-1.265,-6.175
248,46875,-3125,100,18.51,11.66,251.8,-254.1,-286.1,245.3,-18.37,-12.7
248,46875,-3125,316.2,19.37,-11.19,147.8,-131.5,-178,161.2,-22.02,9.182
248,46875,-3125,1000,0.2275,-11.48,103.2,-78.15,-88.42,105.3,-3.537,12.18
249,46875,3125,0.1,2.332,0.3643,12680,-8890,-12820,9294,-2.31,-0.09173
249,46875,3125,0.3162,1.559,0.3446,4928,-5893,-4994,5977,-1.588,-0.3684
249,46875,3125,1,2.173,1.22,2616,-2896,-2672,2950,-2.192,-1.172
249,46875,3125,3.162,3.08,2.29,1467,-1558,-1501,1586,-3.044,-2.256
249,46875,3125,10,4.562,4.197,824.5,-852,-847.4,864.3,-4.394,-4.29
249,46875,3125,31.62,6.843,13.22,466.1,-467.8,-486.2,468.5,-7.11,-13.7
249,46875,3125,100,33.36,10.71,266,-258.6,-299.8,259.3,-33.32,-11.96
249,46875,3125,316.2,25.64,-19.51,160.2,-138.4,-180.8,169.5,-28.67,17.53
249,46875,3125,1000,-1.165,-16.08,108.7,-84.73,-89.5,108,-2.264,17.01
250,46875,9375,0.1,4.709,0.03689,13140,-10230,-13250,10670,-4.215,0.1794
250,46875,9375,0.3162,3.506,1.148,5144,-6176,-5243,6277,-3.541,-1.179
250,46875,9375,1,4.948,2.707,2802,-3080,-2868,3146,-4.838,-2.605
250,46875,9375,3.162,7.026,5.057,1571,-1660,-1611,1694,-6.809,-4.934
250,46875,9375,10,10.18,9.696,885.4,-906.2,-912.2,922.6,-9.707,-9.717
250,46875,9375,31.62,24.91,22.22,507.3,-495.8,-529.8,503,-24.6,-22.87
250,46875,9375,100,52.51,1.066,296.5,-275.4,-322.2,285.5,-52.79,-2.859
250,46875,9375,316.2,28.09,-32.08,180.7,-154.1,-187.8,183.8,-31.64,30.59
250,46875,9375,1000,-6.341,-20.2,118.3,-96.1,-93.18,113.3,3.471,21.77
251,46875,15625,0.1,8.053,0.3511,13780,-12870,-13840,13220,-6.777,-1.03
251,46875,15625,0.3162,8.793,3.524,5760,-6810,-5888,6934,-8.148,-3.243
251,46875,15625,1,11.77,6.564,3220,-3499,-3289,3572,-10.72,-6.195
251,46875,15625,3.162,17.13,11.76,1811,-1889,-1851,1929,-15.61,-11.25
251,46875,15625,10,28.58,21.74,1029,-1030,-1053,1053,-26.01,-22.14
251,46875,15625,31.62,60.11,20.06,600.6,-567.5,-612.5,583.6,-59.53,-22.63
251,46875,15625,100,68.6,-22.7,356.9,-320.9,-364.1,334.2,-70.26,20.63
251,46875,15625,316.2,18.96,-48.42,214.6,-186.6,-205.4,209.3,-22.97,48.84
251,46875,15625,1000,-20.28,-21.16,136.1,-115.7,-105,124.7,19.68,24.09
